num fastfair pgm alex xindex learngroup
39.76 0.858251 0.587489 0.451683 2.142520 3.132290
39.77 0.857407 0.549131 0.451316 2.161160 3.227030
39.78 0.874532 0.930263 0.454152 2.173360 3.180000
39.79 0.864235 0.597635 0.452373 2.173530 3.241510
39.8 0.871003 0.555639 0.451796 2.161970 3.151340
39.81 0.858913 0.694549 0.457199 2.172960 3.210600
39.82 0.870243 0.633851 0.454575 2.176050 3.265500
39.83 0.862622 0.550655 0.451594 2.163790 3.446170
39.84 0.862005 18.063400 0.451485 2.154940 3.225200
39.85 0.867423 0.586469 0.452275 2.178570 3.257540
39.86 0.865357 0.598076 0.450640 2.154260 3.208630
39.87 0.863587 0.738010 0.452159 2.152250 3.143860
39.88 0.871467 0.549787 0.454626 2.168280 3.072330
39.89 0.867687 0.611306 0.453404 2.164920 3.147830
39.9 0.868266 0.547799 0.451563 2.178320 3.039840
39.91 0.862641 0.943556 0.451831 2.187440 3.382990
39.92 0.871746 0.596497 0.454252 2.185190 3.264780
39.93 0.867081 0.536514 0.451532 2.183090 3.311960
39.94 0.874382 0.707292 0.454995 2.181530 3.144590
39.95 0.869461 0.546098 0.457334 2.168500 3.152560
39.96 0.875642 0.635611 0.452842 2.189990 3.158580
39.97 0.860026 1.308610 0.450891 2.174470 3.159530
39.98 0.857394 0.560257 0.448849 2.162580 3.240170
39.99 0.862782 0.596703 0.449821 2.163920 3.181720
40 0.867770 0.729557 0.449128 2.172220 3.453640
40.01 0.864821 0.548672 0.451051 2.167350 3.188220
40.02 0.864482 0.587193 0.449604 2.181870 3.201390
40.03 0.863463 0.559062 0.450095 2.172770 3.140600
40.04 0.863095 0.892956 0.451833 2.177420 3.183950
40.05 0.862136 0.635539 0.459979 2.164820 3.224780
40.06 0.869123 0.544813 0.454036 2.179210 3.203880
40.07 0.888349 0.711774 0.451175 2.170750 3.212920
40.08 0.870859 0.547435 0.453629 2.179600 3.428340
40.09 0.866539 0.634054 0.451931 2.305010 3.259100
40.1 0.866784 2.634540 0.451460 2.238560 3.071850
40.11 0.860258 0.613068 0.451426 2.238910 3.183700
40.12 0.858934 0.637927 0.456819 2.222120 3.283040
40.13 0.858132 0.549562 0.449486 2.204020 3.176560
40.14 0.866994 0.727442 0.453579 2.235380 3.176820
40.15 0.863011 0.599912 0.453898 2.215660 3.099950
40.16 0.866848 0.560549 0.451356 2.229300 3.266360
40.17 0.868607 0.895310 0.454212 2.230880 3.273870
40.18 0.875696 0.636076 0.452508 2.243850 3.303580
40.19 0.868636 0.537255 0.448285 2.211640 3.403860
40.2 0.877254 0.694146 0.453005 2.225220 3.153450
40.21 0.870721 0.559817 0.455316 2.231400 3.172070
40.22 0.872397 0.597517 0.454193 2.230540 3.135980
40.23 0.864900 1.345200 0.453061 2.211280 3.128030
40.24 0.851950 0.557231 0.444477 2.175090 3.364310
40.25 0.862733 0.607962 0.450191 2.196400 3.293570
40.26 0.867006 0.549206 0.448867 2.198490 3.176910
40.27 0.858898 0.684543 0.449752 2.188800 3.086140
40.28 0.860732 0.634245 0.448811 2.191760 3.154600
40.29 0.861344 0.546561 0.444598 2.185970 3.087860
40.3 0.869670 0.909832 0.450131 2.192160 3.122580
40.31 0.874387 0.549961 0.452390 2.201260 3.300710
40.32 0.874574 0.634197 0.452892 2.195640 3.339900
40.33 0.873751 0.697241 0.452967 2.198490 3.230720
40.34 0.870729 0.566634 0.455787 2.195720 3.177600
40.35 0.867650 0.596620 0.452510 2.187090 3.251060
40.36 0.871688 0.537888 0.454193 2.178180 3.035960
40.37 0.864605 4.652470 0.450969 2.192150 3.252820
40.38 0.872252 0.632297 0.452238 2.181890 3.156100
40.39 0.872137 0.560464 0.451779 2.185110 3.261340
40.4 0.871862 0.695094 0.455127 2.190380 3.442010
40.41 0.871545 0.636201 0.455092 2.186130 3.094510
40.42 0.869332 0.547587 0.453918 2.205950 3.164840
40.43 0.869917 0.913465 0.455591 2.244000 3.228870
40.44 0.872205 0.537945 0.454302 2.223210 3.321540
40.45 0.874665 0.597904 0.453484 2.197760 3.177310
40.46 0.866710 0.729816 0.452528 2.204200 3.181610
40.47 0.868966 0.550431 0.454051 2.192600 3.198150
40.48 0.865704 0.609208 0.451355 2.192700 3.292520
40.49 0.873102 0.542432 0.455248 2.188310 3.194740
40.5 0.864927 1.337150 0.451162 2.188450 3.245590
40.51 0.877899 0.596920 0.454789 2.174110 3.206380
40.52 0.869010 0.561884 0.452305 2.179690 3.139140
40.53 0.873380 0.686595 0.455128 2.180130 3.278850
40.54 0.870663 0.549095 0.452581 2.185940 3.231890
40.55 0.868162 0.634138 0.451781 2.186740 3.179130
40.56 0.867998 0.898549 0.476551 2.207600 3.367470
40.57 0.868815 0.557566 0.454684 2.169200 3.199840
40.58 0.870352 0.597889 0.451731 2.192340 3.230690
40.59 0.869266 0.734629 0.453714 2.176520 3.266320
40.6 0.874626 0.550027 0.455078 2.175090 3.174690
40.61 0.872001 0.587821 0.454034 2.176900 3.134090
40.62 0.868052 0.560599 0.454588 2.187590 3.079310
40.63 0.867625 2.702000 0.452048 2.191730 3.217470
40.64 0.868293 0.683477 0.451950 2.181260 3.404740
40.65 0.866443 0.549242 0.452106 2.172490 3.295350
40.66 0.872855 0.702189 0.461386 2.184390 3.212870
40.67 0.871687 0.548774 0.454465 2.170760 3.162360
40.68 0.872169 0.632486 0.452919 2.184740 3.245470
40.69 0.869142 0.897541 0.454924 2.162120 3.091890
40.7 0.876083 0.539812 0.457692 2.170580 3.206830
40.71 0.871987 0.611319 0.453377 2.184900 3.350480
40.72 0.874845 0.548093 0.453324 2.180700 3.391350
40.73 0.876282 0.732332 0.458134 2.179010 3.258400
40.74 0.873848 0.591339 0.455934 2.181110 3.224390
40.75 0.870780 0.560585 0.456761 2.172980 3.153690
40.76 0.869061 1.301910 0.454301 2.193340 3.244400
40.77 0.875037 0.634501 0.454797 2.187340 3.164120
40.78 0.869401 0.538006 0.452807 2.167370 3.295260
40.79 0.872848 0.696683 0.454102 2.177390 3.208670
40.8 0.873346 0.561737 0.453388 2.162730 3.422050
40.81 0.867724 0.595736 0.452489 2.169020 3.239460
40.82 0.861914 0.932132 0.452891 2.176200 3.168990
40.83 0.871832 0.543840 0.458442 2.182260 3.236060
40.84 0.872337 0.608994 0.456722 2.177930 3.211450
40.85 0.876657 0.547216 0.453914 2.190160 3.295610
40.86 0.876018 0.732372 0.458471 2.197160 3.219420
40.87 0.871246 0.587188 0.454399 2.185710 3.141040
40.88 0.874053 0.547058 0.456255 2.188670 3.228490
40.89 0.865173 9.003780 0.455282 2.161110 3.104780
40.9 0.867487 0.595277 0.452724 2.159920 3.225880
40.91 0.869633 0.629403 0.453553 2.160040 3.220310
40.92 0.873408 0.699293 0.453962 2.172540 3.280720
40.93 0.879463 0.560197 0.455962 2.194550 3.141010
40.94 0.870742 0.598103 0.454458 2.177560 3.186950
40.95 0.870363 0.942998 0.452312 2.184390 3.129050
40.96 0.860410 0.535412 0.452980 2.168120 3.426170
40.97 0.864609 0.594882 0.450539 2.162790 3.179690
40.98 0.871235 0.556430 0.452046 2.166390 3.315050
40.99 0.872190 0.694261 0.453641 2.178090 3.290870
41 0.873198 0.630227 0.453812 2.186250 3.211850
41.01 0.869370 0.545358 0.451165 2.187520 3.148390
41.02 0.858025 1.318170 0.451874 2.172400 3.234500
41.03 0.866657 0.547193 0.452111 2.164880 3.246930
41.04 0.860675 0.583469 0.449971 2.171360 3.422740
41.05 0.868477 0.730868 0.454785 2.162540 3.248150
41.06 0.870246 0.547934 0.454443 2.174570 3.271420
41.07 0.863776 0.609487 0.452470 2.169070 3.109100
41.08 0.867521 0.542990 0.451758 2.180490 3.065030
41.09 0.873618 0.930926 0.450545 2.180220 3.244620
41.1 0.871840 0.596522 0.451971 2.179620 3.235760
41.11 0.873291 0.562074 0.451482 2.187280 3.181820
41.12 0.877090 0.696831 0.452846 2.199860 3.482410
41.13 0.874289 0.539011 0.455204 2.179760 3.166380
41.14 0.869782 0.634748 0.452050 2.180420 3.124710
41.15 0.866239 2.580700 0.453854 2.161930 3.208440
41.16 0.870536 0.610237 0.452257 2.173950 3.193330
41.17 0.874644 0.619533 0.452752 2.185500 3.264220
41.18 0.869994 0.733960 0.451155 2.181480 3.223310
41.19 0.869449 0.546136 0.454159 2.175310 3.248230
41.2 0.866259 0.610529 0.454815 2.186300 3.178850
41.21 0.877029 0.538189 0.452468 2.182510 3.276140
41.22 0.868714 0.895839 0.451864 2.195520 3.173960
41.23 0.874888 0.633113 0.459167 2.175420 3.203280
41.24 0.870337 0.548935 0.453037 2.178090 3.167550
41.25 0.880227 0.704376 0.452863 2.186800 3.179340
41.26 0.874626 0.549688 0.455498 2.188300 3.175440
41.27 0.871440 0.635464 0.457625 2.190980 3.144580
41.28 0.865123 1.315520 0.449874 2.180040 3.158900
41.29 0.867408 0.559968 0.445810 2.181870 3.343380
41.3 0.865020 0.585797 0.450486 2.177500 3.179790
41.31 0.867469 0.549169 0.448360 2.176000 3.205230
41.32 0.866632 0.731057 0.457273 2.168900 3.214720
41.33 0.867843 0.596677 0.451394 2.176130 3.096600
41.34 0.865653 0.555495 0.450093 2.178400 3.137800
41.35 0.880955 0.897045 0.450714 2.192280 3.155620
41.36 0.875590 0.632577 0.455476 2.197620 3.160880
41.37 0.876610 0.550139 0.448730 2.186320 3.397660
41.38 0.877316 0.684416 0.452272 2.192410 3.247330
41.39 0.872121 0.560615 0.455690 2.192990 3.098790
41.4 0.866017 0.595592 0.468149 2.176340 3.212350
41.41 0.862895 4.529780 0.453966 2.177550 3.119740
41.42 0.874920 0.592614 0.455235 2.192440 3.193750
41.43 0.877077 0.656448 0.454112 2.189060 3.186610
41.44 0.883179 0.548468 0.462976 2.196620 3.349580
41.45 0.875422 0.731714 0.454320 2.180570 3.449400
41.46 0.878346 0.597571 0.457990 2.176230 3.298340
41.47 0.872736 0.546655 0.454918 2.188700 3.062670
41.48 0.878972 0.908836 0.453424 2.178220 3.222030
41.49 0.875740 0.545768 0.456457 2.195620 3.201230
41.5 0.880905 0.633481 0.451946 2.199440 3.304310
41.51 0.875301 0.693550 0.455191 2.199360 3.205910
41.52 0.876284 0.560227 0.459781 2.194000 3.177150
41.53 0.868853 0.595681 0.455372 2.186340 3.410970
41.54 0.875168 1.344170 0.457566 2.189110 3.183790
41.55 0.865995 0.536538 0.455219 2.181150 3.227260
41.56 0.873650 0.596372 0.455279 2.166230 3.168220
41.57 0.876437 0.559146 0.454291 2.178960 3.226590
41.58 0.870972 0.695395 0.456595 2.204200 3.226200
41.59 0.872121 0.635413 0.455242 2.186520 3.101440
41.6 0.868688 0.542342 0.453218 2.189250 3.130810
41.61 0.872025 0.907029 0.455667 2.176550 3.387140
41.62 0.874940 0.547154 0.454841 2.188710 3.130690
41.63 0.868836 0.635160 0.452351 2.187350 3.212280
41.64 0.877576 0.686089 0.454210 2.188200 3.239530
41.65 0.878782 0.550178 0.456185 2.183330 3.172550
41.66 0.876387 0.610102 0.452854 2.178030 3.165800
41.67 0.871025 0.547499 0.455221 2.187500 3.194590
41.68 0.868526 2.690300 0.453243 2.190140 3.159230
41.69 0.864548 0.643738 0.451740 2.178020 3.448670
41.7 0.868609 0.558376 0.452518 2.191130 3.167080
41.71 0.871984 0.695161 0.452965 2.176910 3.275460
41.72 0.870231 0.538048 0.453154 2.186960 3.157800
41.73 0.868437 0.632599 0.462834 2.188860 3.103150
41.74 0.874669 0.888865 0.452317 2.206400 3.262450
41.75 0.877218 0.561275 0.453589 2.197560 3.191400
41.76 0.880612 0.597546 0.448383 2.193840 3.256960
41.77 0.873672 0.728441 0.449399 2.193330 3.514020
41.78 0.878227 0.547377 0.457008 2.187400 3.254120
41.79 0.874632 0.612891 0.454879 2.215720 3.158720
41.8 0.877044 0.546184 0.451194 2.197650 3.169450
41.81 0.875852 1.292450 0.452655 2.190140 3.113300
41.82 0.873112 0.633712 0.451175 2.208640 3.246150
41.83 0.869600 0.545491 0.449751 2.180320 3.284860
41.84 0.866329 0.705376 0.452668 2.187750 3.248170
41.85 0.871992 0.543898 0.453922 2.193850 3.401530
41.86 0.862478 0.630840 0.449398 2.181550 3.183880
41.87 0.867363 0.889494 0.449977 2.178440 3.165500
41.88 0.882037 0.559081 0.450115 2.225300 3.199890
41.89 0.878406 0.584996 0.450411 2.223070 3.226090
41.9 0.883800 0.546609 0.451951 2.196190 3.291780
41.91 0.878339 0.730156 0.455607 2.189360 3.259090
41.92 0.873351 0.594203 0.455214 2.193040 3.103000
41.93 0.873829 0.560022 0.454184 2.210700 3.343630
41.94 0.872975 67.410103 0.453124 2.200340 3.168380
41.95 0.873297 0.894382 0.453472 2.187370 3.164540
41.96 0.861052 0.634768 0.452808 2.195920 3.164130
41.97 0.873095 0.722989 0.453780 2.185200 3.197680
41.98 0.867704 0.537875 0.455831 2.159510 3.120150
41.99 0.863079 0.598519 0.451140 2.167950 3.216700
42 0.866923 0.943659 0.451699 2.176780 3.231750
42.01 0.860084 0.546321 0.452411 2.183550 3.207590
42.02 0.856950 0.603150 0.454934 2.196700 3.304350
42.03 0.857579 0.546676 0.452402 2.165510 3.231490
42.04 0.857506 0.731852 0.456288 2.173120 3.153180
42.05 0.876010 0.596384 0.457466 2.185440 3.265570
42.06 0.866163 0.537625 0.453876 2.195620 3.097450
42.07 0.861973 1.332040 0.451619 2.164300 3.120990
42.08 0.869296 0.545686 0.451667 2.182200 3.229350
42.09 0.863893 0.628801 0.454266 2.178650 3.170290
42.1 0.871901 0.694799 0.452675 2.190020 3.428430
42.11 0.873604 0.554762 0.454927 2.176710 3.097880
42.12 0.872942 0.596226 0.452777 2.195630 3.243180
42.13 0.875590 0.930700 0.450278 2.194840 3.096660
42.14 0.855396 0.546328 0.449045 2.200050 3.111400
42.15 0.855979 0.586131 0.452468 2.194010 3.193780
42.16 0.865816 0.560008 0.451374 2.210990 3.182720
42.17 0.870988 0.695132 0.453154 2.200390 3.229820
42.18 0.873602 0.633287 0.460248 2.281720 3.325810
42.19 0.868426 0.544168 0.451909 2.269050 3.134090
42.2 0.869268 2.603900 0.452682 2.230950 3.129580
42.21 0.872674 0.593097 0.453017 2.248230 3.095030
42.22 0.869181 0.653018 0.451991 2.220130 3.150080
42.23 0.862362 0.697102 0.453592 2.230560 3.190190
42.24 0.870372 0.539009 0.452781 2.201400 3.112240
42.25 0.865997 0.610466 0.458335 2.199270 3.007000
42.26 0.864803 0.547948 0.450887 2.220520 3.271130
42.27 0.860857 0.934108 0.452896 2.215080 3.188150
42.28 0.864271 0.590782 0.451844 2.222010 3.105910
42.29 0.867398 0.561358 0.452351 2.229280 3.137190
42.3 0.865585 0.697385 0.453611 2.215120 3.122560
42.31 0.867567 0.633876 0.454281 2.202920 3.125200
42.32 0.858787 0.539800 0.450926 2.191290 3.125070
42.33 0.859064 1.307390 0.452869 2.198130 3.082530
42.34 0.867540 0.557080 0.454443 2.210580 3.113730
42.35 0.889861 0.594836 0.452612 2.202660 3.378660
42.36 0.864614 0.724865 0.454693 2.199380 3.170830
42.37 0.871721 0.548097 0.453915 2.207630 3.179610
42.38 0.871784 0.606096 0.452416 2.213030 3.194500
42.39 0.865569 0.548158 0.450186 2.228340 3.127710
42.4 0.862473 0.927786 0.449915 2.189920 3.077390
42.41 0.861971 0.584414 0.451554 2.221990 3.121020
42.42 0.871771 0.547529 0.451424 2.220900 3.075860
42.43 0.869706 0.704518 0.451316 2.212310 3.305690
42.44 0.868310 0.549335 0.450278 2.206890 3.099080
42.45 0.863538 0.635351 0.449492 2.194780 3.056870
42.46 0.866531 4.492340 0.452249 2.211520 3.100190
42.47 0.878866 0.607327 0.457337 2.241840 3.051090
42.48 0.879395 0.618985 0.455993 2.219080 3.139820
42.49 0.876388 0.537142 0.458288 2.224610 3.143970
42.5 0.876841 0.736973 0.461457 2.210550 3.189490
42.51 0.885185 0.596773 0.458451 2.219060 3.306740
42.52 0.880748 0.562341 0.458867 2.233410 3.161570
42.53 0.867783 0.896617 0.455236 2.205000 3.203700
42.54 0.870226 0.632469 0.454427 2.205840 3.109140
42.55 0.871547 0.549657 0.453850 2.208420 3.090300
42.56 0.868067 0.706551 0.455996 2.200250 3.089740
42.57 0.870318 0.548056 0.457156 2.200350 3.299560
42.58 0.871005 0.585742 0.455403 2.222970 3.231870
42.59 0.874885 1.318900 0.456649 2.217770 3.044830
42.6 0.870008 0.546570 0.454751 2.210040 3.361020
42.61 0.873673 0.608939 0.463500 2.220660 3.149050
42.62 0.875344 0.544201 0.455032 2.233530 3.230270
42.63 0.879951 0.734518 0.456846 2.233710 3.316930
42.64 0.879552 0.596670 0.455267 2.224390 3.200950
42.65 0.874665 0.561830 0.453386 2.218030 3.165650
42.66 0.869680 0.888983 0.454572 2.213360 3.152700
42.67 0.862544 0.547040 0.451735 2.201100 3.100400
42.68 0.866570 0.631482 0.453633 2.207600 3.324860
42.69 0.872433 0.696082 0.453739 2.215300 3.086700
42.7 0.868199 0.556230 0.454220 2.192890 3.199320
42.71 0.869632 0.599421 0.452443 2.212210 3.229550
42.72 0.867336 2.623250 0.453074 2.212010 3.095800
42.73 0.868194 0.593689 0.460057 2.210670 3.199070
42.74 0.868757 0.646792 0.460000 2.221640 3.206300
42.75 0.879555 0.538115 0.456449 2.213000 3.226890
42.76 0.873879 0.698767 0.454944 2.219160 3.420240
42.77 0.870967 0.634510 0.453045 2.204640 3.199060
42.78 0.874540 0.549393 0.456925 2.196620 3.100660
42.79 0.864188 0.907910 0.452318 2.181010 3.150720
42.8 0.870528 0.547527 0.456080 2.206140 3.144880
42.81 0.878742 0.629381 0.469801 2.194260 3.110310
42.82 0.876967 0.691089 0.454545 2.200760 3.269040
42.83 0.863897 0.538011 0.454192 2.183000 3.109750
42.84 0.865595 0.609901 0.452386 2.183320 3.348100
42.85 0.862501 0.546760 0.452760 2.205060 3.092440
42.86 0.872477 1.324470 0.462370 2.214570 3.188810
42.87 0.880592 0.597481 0.454484 2.222740 3.079310
42.88 0.878793 0.557071 0.455378 2.218290 3.216290
42.89 0.870356 0.697652 0.456211 2.199190 3.212610
42.9 0.878117 0.632454 0.454255 2.215810 3.130040
42.91 0.868496 0.549654 0.451679 2.197480 3.180340
42.92 0.860529 0.888563 0.452341 2.185590 3.239310
42.93 0.866708 0.559894 0.454326 2.199480 3.082650
42.94 0.873450 0.592250 0.451624 2.196020 3.163860
42.95 0.872922 0.722801 0.455027 2.220030 3.230360
42.96 0.860727 0.545295 0.451079 2.187090 3.083460
42.97 0.859559 0.606314 0.449784 2.205040 3.142420
42.98 0.859683 0.546629 0.450978 2.183820 3.128810
42.99 0.864701 8.715429 0.448428 2.187140 3.118420
43 0.866045 0.619387 0.450553 2.189560 3.143060
43.01 0.867589 0.548812 0.450503 2.186870 3.352260
43.02 0.862392 0.713916 0.454557 2.172610 3.215430
43.03 0.869451 0.550119 0.453761 2.184120 3.237530
43.04 0.869799 0.633897 0.459061 2.198400 3.144650
43.05 0.863821 0.900086 0.453739 2.199850 3.164660
43.06 0.858899 0.557346 0.452293 2.185670 3.196320
43.07 0.862911 0.592166 0.451187 2.200370 3.092680
43.08 0.864848 0.732140 0.453008 2.196810 3.157970
43.09 0.871781 0.536085 0.453366 2.196990 3.319150
43.1 0.872630 0.595820 0.453872 2.198040 3.137380
43.11 0.865388 0.559564 0.449467 2.181530 3.209560
43.12 0.864197 1.311030 0.449950 2.188590 3.172880
43.13 0.872172 0.625700 0.449899 2.204640 3.111900
43.14 0.873008 0.548007 0.451928 2.198270 3.224430
43.15 0.880115 0.706058 0.454959 2.230750 3.292800
43.16 0.876635 0.547981 0.455157 2.209900 3.214940
43.17 0.877147 0.586643 0.455564 2.193720 3.311900
43.18 0.870465 0.931727 0.456676 2.217790 3.184660
43.19 0.861309 0.548828 0.449496 2.196870 3.079740
43.2 0.860924 0.606855 0.451192 2.202420 3.178030
43.21 0.863124 0.549026 0.453747 2.208980 3.077570
43.22 0.873928 0.737997 0.455628 2.219710 3.234310
43.23 0.877053 0.598334 0.453859 2.215600 3.190790
43.24 0.871988 0.558888 0.570688 2.195440 3.232750
43.25 0.871780 2.555200 0.545826 2.201170 3.346040
43.26 0.873556 0.582343 0.541229 2.192890 3.206090
43.27 0.871642 0.650821 0.525880 2.187490 3.116280
43.28 0.870394 0.694939 0.518788 2.183350 3.200480
43.29 0.876493 0.562110 0.517605 2.195230 3.207730
43.3 0.874241 0.593438 0.520604 2.203530 3.212060
43.31 0.876143 0.933798 0.514896 2.181460 3.264260
43.32 0.859664 0.546434 0.482781 2.191300 3.104910
43.33 0.862534 0.607015 0.490524 2.201620 3.307010
43.34 0.871538 0.537901 0.483929 2.186590 3.192800
43.35 0.872357 0.697569 0.488381 2.213350 3.111590
43.36 0.874815 0.634056 0.485989 2.209320 3.191590
43.37 0.867480 0.547948 0.486477 2.192730 3.119620
43.38 0.867509 1.312620 0.482981 2.211610 3.215400
43.39 0.873076 0.542523 0.485475 2.215460 3.190690
43.4 0.869494 0.632641 0.482007 2.205290 3.184240
43.41 0.873252 0.693058 0.483507 2.201700 3.447470
43.42 0.879238 0.560447 0.487422 2.194900 3.222200
43.43 0.883898 0.585655 0.485015 2.217520 3.163450
43.44 0.876544 0.548954 0.481742 2.229050 3.101380
43.45 0.860577 0.931582 0.462031 2.203830 3.081160
43.46 0.858765 0.596258 0.465311 2.208470 3.107060
43.47 0.865875 0.556897 0.470581 2.207030 3.224650
43.48 0.869577 0.697251 0.472088 2.216630 3.110730
43.49 0.869187 0.631054 0.470602 2.207110 3.157900
43.5 0.865125 0.550419 0.465444 2.193890 3.361830
43.51 0.867501 4.458810 0.465951 2.187570 3.235000
43.52 0.892427 0.580257 0.466167 2.221320 3.219510
43.53 0.871856 0.611748 0.465904 2.211320 3.262210
43.54 0.876760 0.735215 0.469838 2.219690 3.292340
43.55 0.883945 0.547870 0.469145 2.205750 3.145870
43.56 0.878315 0.605150 0.467862 2.152190 3.113290
43.57 0.875370 0.548086 0.469434 2.133280 3.073380
43.58 0.865035 0.933524 0.459340 2.111630 3.259860
43.59 0.868311 0.595185 0.461194 2.134620 3.152880
43.6 0.884255 0.537992 0.458031 2.124710 3.131950
43.61 0.871533 0.707184 0.462466 2.107210 3.072600
43.62 0.877137 0.546999 0.464051 2.119490 3.208130
43.63 0.874321 0.637117 0.461541 2.095180 3.115830
43.64 0.867760 1.301220 0.460952 2.089100 3.150660
43.65 0.867259 0.560566 0.458304 2.103150 3.164190
43.66 0.870866 0.594964 0.457473 2.090410 3.309760
43.67 0.871703 0.734861 0.456784 2.178370 3.310730
43.68 0.879652 0.549228 0.464190 2.117140 3.300330
43.69 0.877525 0.586474 0.460907 2.125080 3.118520
43.7 0.877654 0.560537 0.458827 2.110050 3.047090
43.71 0.867405 0.896488 0.456225 2.096280 3.186960
43.72 0.875597 0.632389 0.457733 2.095370 3.103600
43.73 0.872395 0.545941 0.455194 2.099600 3.118300
43.74 0.875258 0.707598 0.458206 2.099890 3.198120
43.75 0.876776 0.548742 0.459391 2.107500 3.327780
43.76 0.875135 0.633356 0.456969 2.101690 3.093870
43.77 0.870347 2.552750 0.456892 2.108210 3.202250
43.78 0.872133 0.596789 0.454586 2.107910 3.254900
43.79 0.874632 0.641006 0.455092 2.107250 3.248550
43.8 0.884386 0.550210 0.455816 2.112830 3.195180
43.81 0.875120 0.730936 0.457010 2.113830 3.191300
43.82 0.880264 0.597893 0.456674 2.112360 3.259810
43.83 0.879040 0.561946 0.457179 2.117030 3.353870
43.84 0.860851 0.894738 0.454609 2.104080 3.136880
43.85 0.865168 0.631024 0.452735 2.099340 3.171110
43.86 0.866977 0.539508 0.449997 2.092390 3.159480
43.87 0.868111 0.691666 0.456576 2.097600 3.098100
43.88 0.871124 0.560744 0.459664 2.094640 3.175900
43.89 0.871032 0.596990 0.459158 2.095700 3.119640
43.9 0.864175 1.318410 0.456215 2.107650 3.187700
43.91 0.874447 0.548154 0.451966 2.119160 3.315350
43.92 0.866090 0.606807 0.454144 2.127700 3.209470
43.93 0.868339 0.550710 0.452258 2.117590 3.204050
43.94 0.878223 0.686774 0.455091 2.114450 3.170620
43.95 0.879614 0.634842 0.460374 2.120110 3.135760
43.96 0.880989 0.547846 0.454012 2.140480 3.110540
43.97 0.864681 0.907429 0.453495 2.085530 3.110520
43.98 0.862036 0.544154 0.452628 2.100470 3.096290
43.99 0.866564 0.631982 0.453339 2.110530 3.358430
44 0.872512 0.689303 0.454007 2.110590 3.170940
44.01 0.873901 0.560341 0.455894 2.116910 3.148270
44.02 0.870294 0.595997 0.455873 2.111010 3.140650
44.03 0.869236 0.538871 0.452986 2.181120 3.127310
44.04 0.871479 17.613600 0.454652 2.168520 3.139120
44.05 0.871447 0.614270 0.455975 2.180610 3.096030
44.06 0.867047 0.568114 0.457497 2.186950 3.141430
44.07 0.877468 0.699217 0.459645 2.178280 3.117630
44.08 0.878961 0.636494 0.456441 2.186240 3.360460
44.09 0.877216 0.547123 0.455852 2.196670 3.118910
44.1 0.868649 0.922329 0.454704 2.182470 3.088650
44.11 0.860106 0.536813 0.453097 2.180460 3.072960
44.12 0.866359 0.597799 0.452643 2.188740 3.119950
44.13 0.858428 0.732278 0.453608 2.187750 3.088640
44.14 0.874870 0.549335 0.454661 2.198730 3.143800
44.15 0.868522 0.611215 0.454281 2.197250 3.160300
44.16 0.871264 0.543613 0.455694 2.196950 3.266370
44.17 0.868249 1.361740 0.455903 2.181440 3.119370
44.18 0.875197 0.593162 0.456546 2.185490 3.097710
44.19 0.869854 0.559982 0.460922 2.183770 3.042010
44.2 0.876306 0.686326 0.456689 2.199680 3.061830
44.21 0.879869 0.548341 0.457320 2.196450 3.132330
44.22 0.877219 0.631390 0.456297 2.209020 3.116970
44.23 0.873930 0.896403 0.455749 2.190460 3.206230
44.24 0.857560 0.557179 0.451105 2.187660 3.028370
44.25 0.865074 0.597319 0.452029 2.178410 3.225460
44.26 0.866457 0.732441 0.454106 2.177400 3.132530
44.27 0.872272 0.549609 0.456602 2.302880 3.116630
44.28 0.873529 0.588669 0.453269 2.264510 3.172840
44.29 0.874170 0.561264 0.455915 2.263420 3.037760
44.3 0.876984 2.607840 0.457152 2.247600 3.084590
44.31 0.877168 0.688924 0.458273 2.253710 3.090540
44.32 0.870429 0.568658 0.459508 2.237810 3.082000
44.33 0.873252 0.705135 0.460255 2.252950 3.303230
44.34 0.877923 0.549713 0.459616 2.266590 3.108610
44.35 0.874826 0.644038 0.458587 2.262940 3.178690
44.36 0.873047 0.899495 0.458185 2.224550 3.104340
44.37 0.867007 0.538906 0.458168 2.216510 3.095860
44.38 0.866276 0.611310 0.455592 2.225330 3.026370
44.39 0.867314 0.549195 0.453235 2.210750 3.123440
44.4 0.875526 0.742890 0.459648 2.229240 3.227340
44.41 0.875750 0.594094 0.457034 2.232020 3.098660
44.42 0.875462 0.569959 0.462808 2.222310 3.345450
44.43 0.866859 1.309450 0.457669 2.207640 3.154300
44.44 0.870276 0.633714 0.456923 2.222800 3.056030
44.45 0.869630 0.538775 0.458239 2.218760 3.086190
44.46 0.877131 0.696978 0.459889 2.219110 3.149580
44.47 0.880890 0.562740 0.460750 2.238420 3.137370
44.48 0.879692 0.596163 0.457505 2.229450 3.121540
44.49 0.876907 0.933538 0.455852 2.207390 3.203650
44.5 0.865710 0.545321 0.456378 2.193640 3.192560
44.51 0.859652 0.608790 0.455706 2.205380 2.968520
44.52 0.874880 0.547167 0.455713 2.223320 3.005580
44.53 0.872549 0.735860 0.456947 2.187200 3.060200
44.54 0.865445 0.589364 0.453965 2.192810 3.154250
44.55 0.874019 0.550068 0.456603 2.218130 3.097120
44.56 0.875548 4.541760 0.457559 2.220940 3.042000
44.57 0.878463 0.596758 0.456750 2.230690 3.171600
